Country,City,Season,PM2.5,PM10,NO2,SO2,CO,O3,AQI_Value,AQI_Category
Turkey,Istanbul,Winter,43.58,71.65,50.45,17.34,2.713,53.92,158.8,Unhealthy
Turkey,Izmir,Winter,4.02,8.03,40.32,20.15,1.581,64.63,74.1,Moderate
Turkey,Ankara,Autumn,80.35,174.85,40.47,25.11,2.873,48.88,229.2,Very Unhealthy
Turkey,Ankara,Autumn,34.43,60.25,20.71,12.42,2.508,35.97,117.8,Unhealthy for Sensitive Groups
Turkey,Ankara,Winter,14.91,36.44,31.64,18.98,2.123,60.54,93.3,Moderate
Turkey,Ankara,Winter,60.15,105.77,88.67,14.2,2.324,73.74,203.4,Very Unhealthy
Turkey,Ankara,Winter,59.93,93.31,60.02,10.64,2.681,58.7,184.9,Unhealthy
Turkey,Ankara,Winter,69.53,134.76,44.76,7.77,2.298,68.25,208.7,Very Unhealthy
Turkey,Izmir,Summer,65.91,139.05,46.17,24.36,1.092,63.22,202.6,Very Unhealthy
Turkey,Istanbul,Summer,56.54,129.82,41.66,7.91,3.151,49.34,192.8,Unhealthy
Turkey,Ankara,Winter,76.55,138.22,67.33,17.67,2.853,37.98,228.9,Very Unhealthy
Turkey,Izmir,Summer,96.73,217.86,21.18,7.63,3.262,49.14,234.0,Very Unhealthy
Turkey,Ankara,Winter,31.2,62.92,56.4,23.13,0.999,48.85,129.4,Unhealthy for Sensitive Groups
Turkey,Istanbul,Autumn,39.14,70.36,66.0,,3.86,52.52,163.0,Unhealthy
Turkey,Izmir,Winter,21.36,36.71,33.89,16.27,2.248,24.78,82.7,Moderate
Turkey,Ankara,Autumn,30.74,50.51,12.33,13.32,0.346,23.72,81.5,Moderate
Turkey,Istanbul,Autumn,16.36,37.03,41.45,0.26,1.003,63.11,82.1,Moderate
Turkey,Izmir,Winter,81.62,157.21,35.08,18.5,2.801,61.18,229.1,Very Unhealthy
Turkey,Ankara,Winter,40.56,101.32,12.59,20.37,2.89,97.69,166.4,Unhealthy
Turkey,Istanbul,Spring,68.45,159.09,,7.37,1.785,78.68,198.4,Unhealthy
Turkey,Istanbul,Summer,17.05,35.77,48.13,15.8,1.938,80.31,90.5,Moderate
Turkey,Istanbul,Autumn,39.53,63.49,31.26,,4.019,24.53,150.4,Unhealthy
Turkey,Ankara,Winter,17.43,31.55,30.09,11.75,0.882,68.49,79.0,Moderate
Turkey,Ankara,Summer,1.66,2.67,14.59,9.11,2.016,64.87,68.8,Moderate
Turkey,Ankara,Winter,,122.58,43.58,20.66,1.114,64.86,159.8,Unhealthy
Turkey,Izmir,Winter,43.32,69.97,34.51,20.7,2.015,79.38,170.0,Unhealthy
Turkey,Izmir,Winter,,138.03,16.77,9.19,2.837,42.85,175.1,Unhealthy
Turkey,Ankara,Summer,22.13,36.72,25.43,,2.535,67.01,104.1,Unhealthy for Sensitive Groups
Turkey,Istanbul,Summer,51.82,101.98,25.93,7.29,3.156,39.41,167.5,Unhealthy
Turkey,Istanbul,Spring,,196.81,15.49,0.9,2.405,19.98,232.1,Very Unhealthy
Turkey,Ankara,Winter,51.94,97.08,9.53,0.2,0.567,68.77,123.9,Unhealthy for Sensitive Groups
Turkey,Istanbul,Summer,,164.81,28.14,9.22,1.044,60.62,180.4,Unhealthy
Turkey,Istanbul,Autumn,14.25,31.01,57.6,21.46,1.915,52.37,108.2,Unhealthy for Sensitive Groups
Turkey,Istanbul,Spring,39.33,67.97,34.98,22.98,2.448,53.61,147.0,Unhealthy for Sensitive Groups
Turkey,Istanbul,Spring,51.08,120.5,43.84,16.52,1.701,41.98,151.7,Unhealthy
Turkey,Istanbul,Spring,61.29,108.24,32.13,9.51,2.092,59.61,154.6,Unhealthy
Turkey,Istanbul,Spring,,181.71,49.13,24.73,1.572,65.61,269.1,Very Unhealthy
Turkey,Ankara,Winter,35.89,87.02,0.48,26.56,2.57,62.67,139.6,Unhealthy for Sensitive Groups
Turkey,Ankara,Spring,64.0,133.77,46.07,,2.966,47.63,201.9,Very Unhealthy
Turkey,Istanbul,Spring,23.81,49.32,47.5,28.9,1.729,55.16,115.8,Unhealthy for Sensitive Groups
Turkey,Istanbul,Autumn,36.59,84.45,9.91,14.1,2.794,33.39,115.8,Unhealthy for Sensitive Groups
Turkey,Ankara,Autumn,89.14,135.72,,36.8,2.199,60.76,233.2,Very Unhealthy
Turkey,Izmir,Winter,80.04,181.17,42.12,39.52,1.06,89.42,226.2,Very Unhealthy
Turkey,Istanbul,Autumn,55.36,89.68,29.48,18.46,2.461,48.93,171.3,Unhealthy
Turkey,Izmir,Autumn,2.87,6.04,54.41,4.14,1.91,34.11,71.5,Moderate
Turkey,Ankara,Autumn,77.56,164.4,4.63,17.61,2.772,49.36,206.5,Very Unhealthy
Turkey,Istanbul,Autumn,76.32,129.33,38.81,15.51,1.447,17.75,187.6,Unhealthy
Turkey,Ankara,Summer,24.25,53.1,15.26,20.32,1.218,29.56,70.3,Moderate
Turkey,Istanbul,Summer,,192.77,51.3,4.66,2.659,72.34,236.0,Very Unhealthy
Turkey,Istanbul,Summer,120.81,255.66,50.99,6.25,2.888,51.34,290.2,Very Unhealthy
Turkey,Istanbul,Spring,68.39,132.95,23.93,15.94,0.634,77.52,175.0,Unhealthy
Turkey,Izmir,Summer,26.89,42.86,49.3,0.33,1.511,8.06,80.7,Moderate
Turkey,Izmir,Winter,45.62,107.0,40.07,28.51,1.623,46.01,147.6,Unhealthy for Sensitive Groups
