Country,City,Season,PM2.5,PM10,NO2,SO2,CO,O3,AQI_Value,AQI_Category
France,Marseille,Autumn,10.64,20.71,7.64,5.27,0.903,34.75,49.7,Good
France,Marseille,Summer,3.7,5.82,14.66,7.64,1.224,16.11,37.4,Good
France,Paris,Summer,20.61,48.56,9.29,10.13,0.828,29.72,72.2,Moderate
France,Paris,Winter,21.63,38.79,2.76,5.64,0.325,34.95,55.3,Moderate
France,Marseille,Spring,15.6,29.68,5.94,9.4,1.283,15.82,53.0,Moderate
France,Marseille,Summer,35.33,81.73,29.54,3.32,1.84,29.98,103.1,Unhealthy for Sensitive Groups
France,Marseille,Summer,20.14,31.35,15.51,2.85,1.367,26.23,62.9,Moderate
France,Lyon,Summer,0.65,1.21,14.55,15.21,0.573,26.63,37.0,Good
France,Marseille,Autumn,0.99,2.04,4.45,8.22,0.916,14.14,25.6,Good
France,Lyon,Spring,21.37,42.78,18.56,4.34,0.632,34.02,64.4,Moderate
France,Marseille,Spring,30.95,64.37,22.51,1.43,0.055,35.08,85.8,Moderate
France,Marseille,Summer,13.79,30.63,0.23,1.79,0.375,30.31,24.7,Good
France,Paris,Spring,30.31,54.6,20.66,10.77,1.275,23.6,84.0,Moderate
France,Paris,Summer,30.5,70.2,20.1,10.2,1.2,45.0,80.5,Moderate
France,Paris,Winter,45.2,90.1,35.5,15.1,2.1,30.2,120.3,Unhealthy for Sensitive Groups
France,Paris,Spring,,55.0,18.2,8.5,0.9,50.1,60.2,Moderate
France,Paris,Autumn,60.1,120.4,40.0,20.0,2.5,25.5,150.1,Unhealthy
France,Paris,Summer,25.0,40.0,15.5,9.0,1.0,55.0,55.0,Moderate
