Country,City,Season,PM2.5,PM10,NO2,SO2,CO,O3,AQI_Value,AQI_Category
Mexico,Monterrey,Spring,44.9,92.71,87.99,34.53,1.915,77.64,188.9,Unhealthy
Mexico,Guadalajara,Summer,32.68,75.41,72.45,16.65,2.632,73.94,160.0,Unhealthy
Mexico,Guadalajara,Summer,46.16,92.72,22.52,47.57,1.642,78.29,160.0,Unhealthy
Mexico,Guadalajara,Autumn,77.24,145.69,50.52,9.11,0.732,73.25,202.0,Very Unhealthy
Mexico,Mexico City,Spring,78.25,,37.26,19.4,4.815,20.17,230.3,Very Unhealthy
Mexico,Guadalajara,Summer,83.39,180.07,42.17,30.82,2.908,96.31,237.2,Very Unhealthy
Mexico,Guadalajara,Autumn,31.59,72.69,32.9,24.76,0.024,73.63,119.2,Unhealthy for Sensitive Groups
Mexico,Mexico City,Summer,97.77,220.69,11.21,34.48,3.382,75.78,250.5,Very Unhealthy
Mexico,Monterrey,Winter,102.3,246.38,50.55,23.94,5.4,45.92,291.2,Very Unhealthy
Mexico,Guadalajara,Summer,52.67,130.05,32.13,25.85,2.39,81.2,168.3,Unhealthy
Mexico,Monterrey,Summer,25.14,61.16,50.4,14.37,3.112,91.59,156.0,Unhealthy
Mexico,Guadalajara,Autumn,34.39,52.83,89.15,30.6,1.315,72.7,182.0,Unhealthy
Mexico,Monterrey,Spring,83.56,131.46,77.57,8.34,1.945,66.07,245.2,Very Unhealthy
Mexico,Mexico City,Winter,141.13,242.94,73.99,34.84,1.733,54.05,338.7,Hazardous
Mexico,Monterrey,Autumn,13.51,,16.74,19.46,0.28,113.11,90.9,Moderate
Mexico,Monterrey,Spring,22.21,33.55,30.32,31.0,1.078,89.85,134.8,Unhealthy for Sensitive Groups
Mexico,Mexico City,Winter,63.98,144.84,27.08,13.78,2.303,69.6,186.3,Unhealthy
Mexico,Guadalajara,Autumn,89.73,176.92,83.24,19.66,3.403,101.54,281.7,Very Unhealthy
Mexico,Guadalajara,Autumn,51.15,,67.5,5.12,2.312,67.97,186.6,Unhealthy
Mexico,Monterrey,Autumn,65.1,161.53,78.15,28.51,0.276,38.35,178.7,Unhealthy
Mexico,Monterrey,Summer,109.66,183.76,62.57,32.49,1.281,36.52,268.5,Very Unhealthy
Mexico,Monterrey,Winter,32.69,53.77,49.76,12.91,1.492,54.5,121.5,Unhealthy for Sensitive Groups
Mexico,Guadalajara,Winter,15.87,27.37,45.95,0.69,1.598,22.93,77.8,Moderate
Mexico,Monterrey,Winter,83.54,132.22,63.11,9.16,2.668,75.41,246.3,Very Unhealthy
Mexico,Mexico City,Spring,37.55,91.76,70.12,18.18,2.098,60.02,167.9,Unhealthy
Mexico,Guadalajara,Winter,46.49,108.1,0.66,12.26,0.692,41.64,97.4,Moderate
Mexico,Mexico City,Winter,,177.46,58.95,30.34,2.97,49.72,212.3,Very Unhealthy
Mexico,Guadalajara,Winter,6.3,12.78,,10.52,2.132,14.35,84.1,Moderate
Mexico,Guadalajara,Winter,61.32,132.54,27.98,22.08,1.726,62.41,177.6,Unhealthy
Mexico,Guadalajara,Winter,76.95,,40.14,,1.495,91.48,210.4,Very Unhealthy
Mexico,Monterrey,Winter,8.79,19.39,73.05,0.98,1.383,85.26,89.4,Moderate
Mexico,Monterrey,Autumn,62.11,125.49,63.75,14.87,3.596,83.21,226.3,Very Unhealthy
Mexico,Monterrey,Summer,48.19,108.94,32.78,26.08,2.953,68.32,165.3,Unhealthy
Mexico,Guadalajara,Autumn,51.87,79.89,80.35,3.58,3.505,69.47,193.6,Unhealthy
Mexico,Guadalajara,Autumn,46.92,84.85,31.21,26.47,2.106,75.49,161.0,Unhealthy
