Country,City,Season,PM2.5,PM10,NO2,SO2,CO,O3,AQI_Value,AQI_Category
USA,New York,Autumn,,71.11,32.17,6.45,1.993,38.73,133.3,Unhealthy for Sensitive Groups
USA,New York,Spring,24.83,39.01,9.91,,0.707,44.86,77.4,Moderate
USA,New York,Winter,69.4,141.92,28.42,22.57,0.502,28.91,151.8,Unhealthy
USA,Houston,Winter,19.85,,8.81,,1.475,39.36,83.5,Moderate
USA,New York,Winter,37.66,64.72,30.01,18.42,2.109,39.18,124.4,Unhealthy for Sensitive Groups
USA,Phoenix,Winter,58.6,105.46,21.94,10.63,0.942,43.69,137.5,Unhealthy for Sensitive Groups
USA,New York,Winter,7.22,15.38,44.36,2.1,2.282,40.66,76.2,Moderate
USA,Phoenix,Summer,27.96,61.77,24.86,,1.081,31.32,61.0,Moderate
USA,Phoenix,Autumn,31.68,65.97,,7.61,0.8,36.35,87.2,Moderate
USA,Chicago,Winter,29.12,61.94,43.13,29.14,0.512,71.99,109.5,Unhealthy for Sensitive Groups
USA,Chicago,Summer,31.19,60.51,18.38,4.59,0.972,44.92,111.2,Unhealthy for Sensitive Groups
USA,Phoenix,Summer,38.87,81.4,22.53,11.88,3.122,52.23,134.6,Unhealthy for Sensitive Groups
USA,Seattle,Winter,5.26,10.45,31.68,15.15,1.361,55.21,53.4,Moderate
USA,New York,Winter,26.25,61.76,,6.25,0.531,31.22,93.0,Moderate
USA,Chicago,Summer,39.86,98.58,6.63,13.73,1.274,54.42,119.1,Unhealthy for Sensitive Groups
USA,Seattle,Summer,48.13,102.21,27.77,13.05,1.28,2.58,116.5,Unhealthy for Sensitive Groups
USA,Chicago,Winter,34.24,52.62,19.79,4.47,1.196,36.94,74.3,Moderate
USA,Phoenix,Summer,9.86,16.92,33.71,19.42,1.95,18.99,74.4,Moderate
USA,Chicago,Autumn,7.33,16.14,26.15,,1.076,16.98,62.2,Moderate
USA,Chicago,Winter,66.12,150.65,52.31,6.5,0.332,70.6,165.7,Unhealthy
USA,Chicago,Autumn,40.57,69.4,33.1,6.27,1.284,52.22,125.9,Unhealthy for Sensitive Groups
USA,Seattle,Winter,39.3,70.36,37.43,16.73,0.169,55.61,126.4,Unhealthy for Sensitive Groups
USA,Los Angeles,Autumn,20.35,32.93,24.84,7.95,0.029,7.6,62.5,Moderate
USA,Los Angeles,Spring,41.36,73.6,16.56,22.45,2.106,58.62,144.8,Unhealthy for Sensitive Groups
USA,Houston,Summer,48.55,115.83,23.06,,2.677,38.6,170.7,Unhealthy
USA,Phoenix,Summer,3.65,8.7,28.9,21.4,2.4,24.41,51.5,Moderate
USA,Seattle,Spring,26.2,52.93,19.45,3.14,0.728,35.0,91.3,Moderate
USA,Houston,Winter,55.64,103.57,41.01,,3.019,36.34,175.4,Unhealthy
USA,Seattle,Autumn,2.15,3.61,,8.04,0.759,65.09,72.2,Moderate
USA,Chicago,Spring,20.83,31.33,42.97,9.69,1.159,23.4,61.0,Moderate
USA,Los Angeles,Summer,30.61,48.72,35.64,10.85,1.353,50.83,116.2,Unhealthy for Sensitive Groups
USA,Houston,Autumn,0.03,0.04,25.94,12.93,1.429,43.06,45.9,Good
USA,Phoenix,Autumn,33.75,74.32,34.63,13.12,1.285,32.85,123.9,Unhealthy for Sensitive Groups
USA,New York,Spring,21.17,43.73,26.71,12.55,1.232,39.13,86.5,Moderate
USA,New York,Autumn,42.65,77.47,32.89,11.4,1.797,67.02,154.3,Unhealthy
USA,Phoenix,Spring,17.84,33.18,35.61,29.9,1.964,41.96,82.8,Moderate
USA,Houston,Winter,,100.45,32.37,16.13,1.983,43.18,144.9,Unhealthy for Sensitive Groups
USA,Chicago,Autumn,18.29,33.13,54.77,9.19,1.631,32.57,87.9,Moderate
USA,New York,Spring,27.66,43.16,17.84,10.76,2.332,47.29,118.2,Unhealthy for Sensitive Groups
USA,Houston,Spring,6.9,14.79,11.13,15.41,1.194,38.52,51.4,Moderate
USA,Phoenix,Autumn,58.54,130.72,12.5,17.27,3.337,44.31,168.8,Unhealthy
USA,Los Angeles,Autumn,9.8,22.5,29.46,2.2,0.217,31.53,54.3,Moderate
USA,Seattle,Winter,26.62,47.1,30.76,2.64,1.622,49.35,96.9,Moderate
USA,Seattle,Autumn,33.58,,47.73,12.56,1.014,20.9,105.3,Unhealthy for Sensitive Groups
USA,Houston,Spring,41.68,73.31,47.27,16.7,1.089,48.05,118.2,Unhealthy for Sensitive Groups
USA,New York,Winter,,93.36,29.78,11.52,1.84,66.51,153.0,Unhealthy
USA,Seattle,Spring,52.4,126.43,37.62,12.99,1.865,24.4,154.4,Unhealthy
USA,Seattle,Autumn,36.38,72.82,37.87,10.45,1.458,56.47,140.5,Unhealthy for Sensitive Groups
USA,Los Angeles,Winter,39.53,70.64,51.14,17.21,0.605,44.33,129.7,Unhealthy for Sensitive Groups
USA,Houston,Spring,35.17,79.73,34.76,4.71,2.165,32.39,117.8,Unhealthy for Sensitive Groups
USA,Los Angeles,Autumn,47.17,74.11,30.49,26.68,2.59,67.29,152.9,Unhealthy
USA,New York,Summer,57.33,100.66,23.45,14.35,2.469,50.95,154.4,Unhealthy
USA,Phoenix,Autumn,16.31,26.9,37.7,10.61,1.219,42.01,73.8,Moderate
USA,Chicago,Summer,31.42,59.54,54.03,1.55,1.374,53.45,125.8,Unhealthy for Sensitive Groups
USA,New York,Summer,,45.72,16.8,7.64,1.674,47.05,102.3,Unhealthy for Sensitive Groups
USA,New York,Summer,13.04,,51.07,16.46,2.791,47.82,94.6,Moderate
USA,New York,Spring,28.43,43.65,30.72,2.32,1.131,42.74,95.1,Moderate
USA,Los Angeles,Winter,,161.47,4.72,4.93,1.792,31.8,154.7,Unhealthy
USA,New York,Summer,,119.54,51.08,12.52,0.88,21.22,152.7,Unhealthy
USA,Los Angeles,Summer,68.29,161.28,29.23,18.56,2.827,45.97,208.3,Very Unhealthy
USA,Phoenix,Winter,53.95,124.09,37.26,6.94,2.957,24.74,164.3,Unhealthy
USA,Seattle,Spring,6.95,14.01,20.17,19.79,0.299,24.77,45.8,Good
USA,New York,Winter,63.48,154.58,29.58,16.01,0.276,51.0,160.9,Unhealthy
USA,Los Angeles,Summer,27.61,58.78,37.94,27.63,1.243,49.07,128.3,Unhealthy for Sensitive Groups
USA,Houston,Summer,14.29,28.34,7.57,11.39,1.715,38.55,76.1,Moderate
USA,New York,Winter,29.13,62.74,36.39,3.82,2.277,23.55,109.5,Unhealthy for Sensitive Groups
USA,Houston,Winter,15.32,32.07,46.93,25.99,2.18,28.32,91.1,Moderate
USA,Houston,Spring,9.18,14.44,24.6,16.98,2.814,33.62,73.2,Moderate
USA,New York,Autumn,36.07,57.46,7.38,5.63,1.805,37.21,92.9,Moderate
USA,Houston,Spring,60.09,109.3,10.74,20.22,1.947,53.26,162.8,Unhealthy
USA,New York,Spring,70.22,166.47,66.24,9.89,1.162,37.22,169.2,Unhealthy
USA,Chicago,Spring,60.85,101.46,17.6,14.45,1.632,41.5,161.4,Unhealthy
USA,New York,Spring,45.27,108.48,31.82,9.31,1.055,17.42,117.8,Unhealthy for Sensitive Groups
USA,Houston,Winter,24.63,43.06,35.23,19.47,0.415,31.46,102.4,Unhealthy for Sensitive Groups
USA,Seattle,Autumn,6.27,14.0,13.86,2.97,1.684,18.11,57.1,Moderate
USA,Seattle,Autumn,30.59,50.59,31.69,26.76,1.662,58.07,124.4,Unhealthy for Sensitive Groups
USA,Phoenix,Autumn,,,27.66,22.54,1.211,41.61,143.2,Unhealthy for Sensitive Groups
USA,Chicago,Summer,43.85,74.16,53.98,16.83,2.135,24.38,151.0,Unhealthy
USA,Chicago,Autumn,62.5,114.17,19.41,17.5,1.079,44.76,170.7,Unhealthy
USA,Chicago,Spring,38.91,77.0,19.28,29.67,1.333,20.02,98.3,Moderate
USA,Phoenix,Autumn,47.34,105.62,28.37,29.14,2.173,61.21,163.4,Unhealthy
USA,Los Angeles,Spring,17.78,41.86,14.27,10.89,1.84,62.67,85.6,Moderate
USA,Chicago,Summer,36.66,55.41,35.17,14.31,2.983,55.73,135.6,Unhealthy for Sensitive Groups
USA,Houston,Winter,27.79,63.95,21.9,27.29,1.657,44.33,98.8,Moderate
USA,Seattle,Winter,43.23,106.89,42.78,,1.859,49.11,139.8,Unhealthy for Sensitive Groups
USA,Seattle,Autumn,9.71,17.46,50.34,1.19,2.033,57.0,90.6,Moderate
USA,Houston,Winter,45.48,83.36,,28.16,1.538,68.78,152.5,Unhealthy
USA,Houston,Autumn,22.82,41.18,34.03,11.65,1.634,48.03,97.6,Moderate
USA,Chicago,Autumn,47.2,111.58,41.5,0.42,1.354,8.35,125.1,Unhealthy for Sensitive Groups
USA,Houston,Winter,36.58,70.65,23.11,4.01,1.7,52.51,126.7,Unhealthy for Sensitive Groups
USA,Chicago,Winter,42.89,100.08,34.95,5.89,0.812,60.16,144.2,Unhealthy for Sensitive Groups
