Country,City,Season,PM2.5,PM10,NO2,SO2,CO,O3,AQI_Value,AQI_Category
Egypt,Cairo,Winter,,104.36,48.17,19.8,2.803,56.08,204.2,Very Unhealthy
Egypt,Alexandria,Autumn,121.46,,62.02,48.75,4.621,53.33,328.0,Hazardous
Egypt,Alexandria,Autumn,54.48,125.63,39.05,16.01,5.4,82.85,200.9,Very Unhealthy
Egypt,Alexandria,Summer,38.43,88.26,83.17,3.76,3.685,26.11,172.2,Unhealthy
Egypt,Cairo,Autumn,83.82,171.59,33.59,50.03,3.281,43.25,230.6,Very Unhealthy
Egypt,Cairo,Summer,113.87,253.65,71.19,16.13,1.698,22.46,272.3,Very Unhealthy
Egypt,Giza,Winter,22.39,52.73,56.54,31.19,3.153,39.91,120.3,Unhealthy for Sensitive Groups
Egypt,Cairo,Summer,112.48,231.03,22.73,28.79,5.178,47.37,307.9,Hazardous
Egypt,Alexandria,Winter,0.6,1.2,47.21,6.79,2.414,82.53,75.8,Moderate
Egypt,Cairo,Summer,67.72,128.01,62.85,2.99,3.077,124.57,237.9,Very Unhealthy
Egypt,Giza,Spring,99.35,239.33,85.45,56.34,1.515,62.99,280.9,Very Unhealthy
Egypt,Alexandria,Autumn,57.87,88.49,56.72,0.8,4.551,79.97,216.2,Very Unhealthy
Egypt,Alexandria,Spring,89.96,177.65,62.2,40.09,0.886,70.97,237.5,Very Unhealthy
Egypt,Cairo,Summer,75.29,134.31,62.47,23.57,0.517,92.38,230.1,Very Unhealthy
Egypt,Cairo,Winter,45.55,95.25,94.9,0.79,3.361,55.1,200.1,Very Unhealthy
Egypt,Alexandria,Summer,10.92,16.5,10.71,,0.913,119.67,77.0,Moderate
Egypt,Cairo,Spring,57.37,118.17,107.95,11.43,2.235,26.08,196.6,Unhealthy
Egypt,Cairo,Spring,8.39,19.35,56.05,45.9,0.638,149.85,116.1,Unhealthy for Sensitive Groups
Egypt,Giza,Autumn,102.44,210.25,52.74,21.44,1.727,71.1,272.6,Very Unhealthy
Egypt,Cairo,Winter,186.83,427.54,25.91,17.63,4.063,82.0,450.0,Hazardous
Egypt,Giza,Summer,39.89,86.42,131.37,22.91,3.451,66.72,223.0,Very Unhealthy
Egypt,Cairo,Winter,65.63,159.86,60.41,10.4,4.06,102.23,230.8,Very Unhealthy
Egypt,Alexandria,Autumn,78.77,,99.51,27.47,2.512,114.07,274.4,Very Unhealthy
Egypt,Giza,Spring,128.02,269.15,,22.86,5.36,64.27,330.0,Hazardous
Egypt,Cairo,Spring,101.84,202.22,50.79,,2.224,61.48,248.2,Very Unhealthy
Egypt,Giza,Winter,106.39,170.1,81.9,37.2,3.252,75.2,296.5,Very Unhealthy
Egypt,Cairo,Spring,115.56,236.82,93.79,33.4,2.269,99.74,315.9,Hazardous
Egypt,Cairo,Autumn,109.63,223.4,103.92,7.54,5.769,76.05,338.8,Hazardous
Egypt,Alexandria,Winter,57.12,141.28,76.39,54.54,1.98,93.54,218.3,Very Unhealthy
Egypt,Alexandria,Summer,112.22,267.93,99.25,20.27,4.091,82.14,339.7,Hazardous
Egypt,Cairo,Summer,127.38,,80.75,65.12,3.483,69.49,355.6,Hazardous
Egypt,Cairo,Spring,100.2,187.25,55.29,12.06,2.347,115.01,258.8,Very Unhealthy
Egypt,Cairo,Summer,43.55,77.69,54.85,46.83,1.114,102.33,176.3,Unhealthy
Egypt,Alexandria,Winter,160.57,246.95,111.92,29.12,4.986,107.41,445.3,Hazardous
Egypt,Alexandria,Winter,99.34,201.46,71.26,38.76,6.243,117.52,332.6,Hazardous
Egypt,Alexandria,Spring,134.91,263.89,63.08,40.09,3.063,101.71,342.4,Hazardous
Egypt,Giza,Spring,72.87,175.95,83.52,9.13,0.169,90.63,233.5,Very Unhealthy
Egypt,Alexandria,Winter,122.69,241.15,82.0,40.75,3.339,99.5,344.7,Hazardous
Egypt,Alexandria,Summer,49.87,106.53,15.42,16.27,2.624,41.9,128.0,Unhealthy for Sensitive Groups
Egypt,Alexandria,Spring,112.67,230.56,,15.37,4.972,74.47,309.5,Hazardous
Egypt,Giza,Summer,92.85,148.98,26.8,40.75,3.53,76.69,255.8,Very Unhealthy
Egypt,Cairo,Spring,38.34,94.4,81.7,3.0,5.842,79.9,201.7,Very Unhealthy
Egypt,Giza,Autumn,119.78,227.9,,19.64,3.63,0.67,292.7,Very Unhealthy
Egypt,Giza,Spring,113.8,266.45,81.58,44.82,5.339,38.21,299.1,Very Unhealthy
Egypt,Alexandria,Autumn,77.1,161.07,53.7,52.26,1.408,52.26,212.7,Very Unhealthy
Egypt,Giza,Spring,69.84,157.39,73.12,19.44,3.642,65.12,230.8,Very Unhealthy
Egypt,Giza,Winter,,,15.82,,4.358,136.7,233.2,Very Unhealthy
Egypt,Giza,Summer,,111.89,80.1,20.12,3.344,115.65,198.2,Unhealthy
Egypt,Giza,Spring,78.94,144.94,100.2,42.11,1.254,108.34,250.4,Very Unhealthy
Egypt,Giza,Summer,42.02,92.4,28.54,6.05,2.823,119.43,172.7,Unhealthy
