Country,City,Season,PM2.5,PM10,NO2,SO2,CO,O3,AQI_Value,AQI_Category
Indonesia,Surabaya,Summer,139.17,232.49,55.63,39.76,3.072,85.59,348.1,Hazardous
Indonesia,Surabaya,Winter,35.59,60.1,93.81,17.04,0.933,25.65,133.7,Unhealthy for Sensitive Groups
Indonesia,Surabaya,Winter,9.31,14.32,126.61,22.43,2.262,26.87,119.0,Unhealthy for Sensitive Groups
Indonesia,Jakarta,Spring,76.19,154.89,60.8,6.92,1.035,45.06,177.0,Unhealthy
Indonesia,Bandung,Spring,38.33,83.55,75.37,9.71,3.179,89.25,174.1,Unhealthy
Indonesia,Jakarta,Spring,,129.14,49.09,30.16,5.014,58.65,222.4,Very Unhealthy
Indonesia,Jakarta,Winter,35.25,77.28,44.17,36.03,3.214,19.16,132.4,Unhealthy for Sensitive Groups
Indonesia,Bandung,Autumn,42.5,92.06,63.02,18.55,0.936,89.2,152.1,Unhealthy
Indonesia,Jakarta,Autumn,47.43,80.03,64.77,38.98,3.839,25.23,183.3,Unhealthy
Indonesia,Bandung,Spring,63.12,129.83,62.92,22.72,4.855,49.37,224.4,Very Unhealthy
Indonesia,Surabaya,Spring,59.52,122.73,86.43,10.55,3.308,54.72,203.8,Very Unhealthy
Indonesia,Bandung,Spring,48.69,77.15,69.48,18.9,0.476,128.86,166.9,Unhealthy
Indonesia,Jakarta,Winter,60.57,114.26,75.49,47.62,4.947,96.62,244.7,Very Unhealthy
Indonesia,Bandung,Winter,114.93,248.8,32.02,8.74,1.596,91.04,297.0,Very Unhealthy
Indonesia,Bandung,Spring,52.3,126.54,40.01,15.81,4.719,84.58,197.3,Unhealthy
Indonesia,Jakarta,Autumn,3.04,6.33,35.09,23.51,3.831,65.66,86.9,Moderate
Indonesia,Jakarta,Spring,116.32,225.71,109.33,9.46,2.873,94.58,348.8,Hazardous
Indonesia,Surabaya,Winter,52.8,110.0,61.27,41.38,6.102,61.03,231.4,Very Unhealthy
Indonesia,Bandung,Autumn,,180.68,80.58,34.0,0.005,51.27,285.8,Very Unhealthy
Indonesia,Surabaya,Autumn,125.73,279.28,25.29,14.64,3.939,83.68,317.0,Hazardous
Indonesia,Jakarta,Spring,49.92,109.08,31.74,34.49,1.655,101.34,168.6,Unhealthy
Indonesia,Bandung,Autumn,110.09,204.39,27.81,9.05,2.481,52.48,266.7,Very Unhealthy
Indonesia,Jakarta,Spring,65.17,114.79,53.0,20.28,1.254,107.56,211.7,Very Unhealthy
Indonesia,Jakarta,Spring,96.38,214.57,40.27,21.84,1.428,104.93,255.0,Very Unhealthy
Indonesia,Surabaya,Winter,126.28,266.15,58.18,4.41,3.34,98.81,325.6,Hazardous
Indonesia,Surabaya,Autumn,67.97,146.7,47.61,39.54,4.375,51.63,222.7,Very Unhealthy
Indonesia,Surabaya,Spring,39.06,87.1,39.8,16.61,2.477,25.41,136.6,Unhealthy for Sensitive Groups
Indonesia,Jakarta,Winter,28.21,69.81,109.52,32.01,1.876,40.5,172.9,Unhealthy
Indonesia,Surabaya,Summer,52.98,106.13,42.91,15.65,3.829,36.87,169.0,Unhealthy
Indonesia,Surabaya,Summer,6.89,14.9,73.53,12.27,1.696,39.87,87.4,Moderate
Indonesia,Jakarta,Winter,55.18,,23.52,9.03,5.811,67.94,199.1,Unhealthy
Indonesia,Bandung,Spring,0.76,1.54,28.33,29.71,3.731,57.57,87.5,Moderate
Indonesia,Jakarta,Autumn,24.45,45.45,95.51,38.72,2.474,75.24,133.6,Unhealthy for Sensitive Groups
Indonesia,Jakarta,Spring,39.36,71.02,47.64,18.29,2.817,31.43,146.6,Unhealthy for Sensitive Groups
Indonesia,Surabaya,Winter,4.18,8.35,86.04,20.58,3.513,66.23,112.0,Unhealthy for Sensitive Groups
Indonesia,Surabaya,Summer,78.66,,,5.0,1.029,59.82,204.1,Very Unhealthy
Indonesia,Jakarta,Winter,40.98,,29.72,13.31,2.921,54.04,143.5,Unhealthy for Sensitive Groups
Indonesia,Surabaya,Winter,29.31,57.85,26.09,,3.784,70.14,150.8,Unhealthy
Indonesia,Surabaya,Spring,27.33,59.16,20.44,25.76,3.869,31.13,123.9,Unhealthy for Sensitive Groups
Indonesia,Bandung,Winter,30.62,51.38,37.69,34.84,1.966,68.36,140.6,Unhealthy for Sensitive Groups
Indonesia,Surabaya,Autumn,56.84,142.08,,18.04,3.192,31.48,212.4,Very Unhealthy
Indonesia,Surabaya,Autumn,68.07,151.46,52.43,10.96,4.898,90.32,257.4,Very Unhealthy
Indonesia,Surabaya,Autumn,51.39,,46.17,42.62,1.212,63.67,186.2,Unhealthy
Indonesia,Bandung,Winter,57.98,110.76,74.87,26.58,0.507,129.97,186.3,Unhealthy
Indonesia,Surabaya,Winter,109.49,222.88,81.56,16.64,4.894,19.56,299.6,Very Unhealthy
Indonesia,Jakarta,Winter,35.54,80.42,33.94,36.68,3.345,41.07,143.7,Unhealthy for Sensitive Groups
Indonesia,Bandung,Winter,12.34,22.91,60.72,13.09,2.558,108.94,123.6,Unhealthy for Sensitive Groups
Indonesia,Surabaya,Spring,99.56,186.89,48.7,23.09,4.343,50.54,270.6,Very Unhealthy
Indonesia,Surabaya,Summer,67.92,127.66,46.87,38.72,3.241,77.97,212.1,Very Unhealthy
Indonesia,Jakarta,Winter,4.13,8.39,41.98,15.91,3.153,79.85,96.8,Moderate
Indonesia,Bandung,Autumn,147.69,282.62,82.48,19.84,2.028,94.56,376.1,Hazardous
Indonesia,Bandung,Autumn,89.83,180.46,128.61,28.62,3.955,24.77,284.7,Very Unhealthy
Indonesia,Surabaya,Summer,67.71,121.38,96.96,44.03,3.949,54.68,244.8,Very Unhealthy
Indonesia,Surabaya,Summer,126.16,205.96,27.37,30.98,4.16,83.58,328.8,Hazardous
Indonesia,Surabaya,Winter,69.25,160.72,34.34,21.73,2.955,121.39,220.8,Very Unhealthy
Indonesia,Jakarta,Winter,74.67,167.25,,26.92,2.619,62.37,257.6,Very Unhealthy
Indonesia,Bandung,Autumn,73.09,168.74,67.74,35.82,5.374,48.01,263.0,Very Unhealthy
Indonesia,Bandung,Autumn,53.72,126.96,34.51,,3.381,92.85,184.8,Unhealthy
Indonesia,Bandung,Winter,60.43,147.02,68.27,13.7,3.194,127.9,218.8,Very Unhealthy
Indonesia,Surabaya,Autumn,92.42,230.55,88.82,33.39,3.822,59.53,288.2,Very Unhealthy
Indonesia,Bandung,Spring,67.5,146.08,58.01,13.49,0.351,89.13,198.0,Unhealthy
Indonesia,Jakarta,Summer,98.79,208.54,8.29,42.05,3.715,51.88,232.8,Very Unhealthy
Indonesia,Bandung,Spring,,26.5,79.04,49.21,3.45,73.11,139.0,Unhealthy for Sensitive Groups
Indonesia,Surabaya,Summer,72.04,129.2,71.45,4.26,3.704,61.1,216.2,Very Unhealthy
Indonesia,Bandung,Autumn,19.54,44.58,57.5,12.68,0.702,90.57,106.6,Unhealthy for Sensitive Groups
Indonesia,Bandung,Autumn,95.92,150.89,91.06,39.54,2.802,67.25,277.2,Very Unhealthy
Indonesia,Surabaya,Summer,91.77,181.71,46.69,21.72,2.608,48.19,242.1,Very Unhealthy
Indonesia,Bandung,Winter,63.96,118.26,62.56,14.73,3.334,61.13,221.1,Very Unhealthy
Indonesia,Surabaya,Autumn,72.21,,93.38,29.49,3.376,69.73,239.3,Very Unhealthy
Indonesia,Jakarta,Autumn,137.53,233.12,40.99,32.95,0.676,140.81,355.2,Hazardous
Indonesia,Jakarta,Winter,29.67,48.3,2.87,37.62,4.366,69.48,135.1,Unhealthy for Sensitive Groups
Indonesia,Bandung,Winter,69.03,108.79,66.27,45.15,0.439,60.31,207.5,Very Unhealthy
Indonesia,Jakarta,Spring,113.26,188.42,84.26,22.3,1.5,124.15,311.7,Hazardous
Indonesia,Bandung,Spring,116.03,233.59,102.75,35.84,5.629,87.64,366.0,Hazardous
Indonesia,Jakarta,Winter,79.9,120.29,73.32,32.15,4.173,90.96,274.3,Very Unhealthy
Indonesia,Jakarta,Autumn,,47.71,67.18,5.18,0.974,56.38,116.7,Unhealthy for Sensitive Groups
Indonesia,Bandung,Autumn,59.98,101.68,58.32,38.6,4.799,65.32,223.7,Very Unhealthy
Indonesia,Jakarta,Winter,,86.26,67.56,24.3,3.412,76.34,190.1,Unhealthy
